School Name,NCES School ID,County Name,Street Address,City,State,ZIP,ZIP 4-digit,Phone,Locale Code,Locale,Charter,Magnet,Title I School,Title 1 School Wide,Students,Teachers,Student Teacher Ratio,Free Lunch,Reduced Lunch,Directly Certified
Great Lakes Learning Academy MSHS,260105008571,Ingham County,2875 EYDE PKWY,EAST LANSING,MI,48823,5368,(517)451-3023,21,Suburb: Large,Yes,No,Yes,Yes,500,21.18,23.61,247,33,–
Great Lakes Learning Academy HS,260105008885,Ingham County,2875 EYDE PKWY,EAST LANSING,MI,48823,5368,(517)451-3023,21,Suburb: Large,Yes,No,Yes,Yes,418,18.87,22.15,258,18,–
Great Lakes Online Education,261103008598,Crawford County,1135 N Old 27,Grayling,MI,49738,9777,(989)344-3766,41,Rural: Fringe,No,No,Yes,Yes,105,5.6,18.75,60,11,–
Greenfield School,268048000840,Hillsdale County,3471 BECK RD,HILLSDALE,MI,49242,9433,(517)689-1812,32,Town: Distant,No,No,No,†,39,17.7,2.2,30,4,–
Greenville Senior High School,261716005395,Montcalm County,111 NORTH HILLCREST ST,GREENVILLE,MI,48838,1536,(616)754-3681,32,Town: Distant,No,No,No,†,1089,51,21.35,544,60,–
Greyhound Central Performance Academy,261269001856,Eaton County,912 GREYHOUND DR,EATON RAPIDS,MI,48827,2620,(517)663-1138,31,Town: Fringe,No,No,Yes,Yes,112,4.19,26.73,59,22,–
Grosse Ile High School,261722005401,Wayne County,7800 GRAYS DR,GROSSE ILE,MI,48138,1542,(734)362-2400,21,Suburb: Large,No,No,Yes,No,562,28.66,19.61,46,8,–
Grosse Pointe North High School,262574006230,Wayne County,707 VERNIER RD,GROSSE POINTE WOODS,MI,48236,1527,(313)432-3200,21,Suburb: Large,No,No,Yes,No,1147,68.17,16.83,269,32,–
Grosse Pointe South High School,262574006220,Wayne County,11 GROSSE POINTE BLVD,GROSSE POINTE FARMS,MI,48236,3711,(313)432-3500,21,Suburb: Large,No,No,No,†,1305,73.19,17.83,131,4,–
Gull Lake Gateway Academy,261725008228,Kalamazoo County,10100 East D Avenue,Richland,MI,49083,,(269)548-3422,41,Rural: Fringe,No,No,Yes,Yes,36,2,18,16,2,–
Gull Lake High School,261725005406,Kalamazoo County,7753 NORTH 34TH ST,RICHLAND,MI,49083,8316,(269)548-3505,22,Suburb: Midsize,No,No,No,†,849,45.35,18.72,153,31,–
Gull Lake Virtual Partnership,261725008242,Calhoun County,10100 EAST D AVE,RICHLAND,MI,49083,9669,(269)548-3430,41,Rural: Fringe,No,No,No,†,303,22.52,13.45,75,7,–
Gus Harrison Correctional Facility,260000107931,Lenawee County,2727 EAST BEECHER ST,ADRIAN,MI,49221,3506,(517)265-3900,32,Town: Distant,No,No,No,†,0,0,†,–,–,–
Gwinn MiddleHigh School,261469005162,Marquette County,50 WEST STATE HIGHWAY M35,GWINN,MI,49841,9180,(906)346-9247,43,Rural: Remote,No,No,Yes,Yes,521,30.02,17.36,266,29,–
Hale Area School,261737005412,Iosco County,311 N WASHINGTON ST,HALE,MI,48739,9592,(989)728-3551,43,Rural: Remote,No,No,Yes,Yes,334,23.01,14.52,230,16,–
Hamady Community High School,263597007205,Genesee County,G3223 W CARPENTER RD,FLINT,MI,48504,,(810)591-0890,21,Suburb: Large,No,No,Yes,Yes,505,25.95,19.46,444,12,–
Hamilton Flex,261740008874,Allegan County,4815 136TH AVE,HAMILTON,MI,49419,,(269)751-5148,41,Rural: Fringe,No,No,Yes,No,483,14.89,32.44,122,12,–
Hamilton High School,261740005416,Allegan County,4911 136TH AVE,HAMILTON,MI,49419,9606,(269)751-5185,41,Rural: Fringe,No,No,No,†,741,41.01,18.07,110,25,–
Hamilton Middle School,261740001319,Allegan County,4845 136TH AVE,HAMILTON,MI,49419,9604,(269)751-4436,41,Rural: Fringe,No,No,No,†,731,45.07,16.22,183,18,–
Hamtramck High School,261752005421,Wayne County,11410 CHAREST ST,HAMTRAMCK,MI,48212,3025,(313)892-7505,21,Suburb: Large,No,No,Yes,Yes,1045,53.7,19.46,868,47,–
Hancock MiddleHigh School,261755005426,Houghton County,501 CAMPUS DR,HANCOCK,MI,49930,1573,(906)483-2540,41,Rural: Fringe,No,No,Yes,No,375,21.8,17.2,128,27,–
Handlon Correctional Facility,260000107845,Ionia County,PO Box 492,Ionia,MI,48846,492,(616)527-3100,32,Town: Distant,No,No,No,†,2,0,†,†,†,†
HanoverHorton High School,261764005429,Jackson County,10000 MOSCOW RD,HORTON,MI,49246,9683,(517)563-0101,42,Rural: Distant,No,No,No,†,330,15.07,21.9,87,8,–
Harbor Beach Community High School,260000703856,Huron County,402 SOUTH 5TH ST,HARBOR BEACH,MI,48441,1309,(989)479-3261,43,Rural: Remote,No,Yes,Yes,Yes,213,9.85,21.62,64,6,–
Harbor High School,261899001398,Oakland County,1000 HILL ROAD,WHITE LAKE,MI,48383,2201,(248)676-8421,41,Rural: Fringe,No,No,Yes,Yes,139,7.35,18.91,79,4,–
Harbor Springs High School,261770005432,Emmet County,500 N SPRING ST,HARBOR SPGS,MI,49740,1116,(231)526-4800,42,Rural: Distant,No,No,Yes,No,243,17.69,13.74,43,4,–
Harper Academy,261776008223,Wayne County,20225 Beaconsfield,Harper Woods,MI,48225,,(313)245-3084,21,Suburb: Large,No,No,Yes,Yes,35,1,35,28,0,–
Harper Creek High School,261773005437,Calhoun County,12677 BEADLE LAKE RD,BATTLE CREEK,MI,49014,7503,(269)441-8450,41,Rural: Fringe,No,No,No,†,891,43.92,20.29,324,26,–
Harper Woods High School,261776005441,Wayne County,20225 BEACONSFIELD ST,HARPER WOODS,MI,48225,1305,(313)245-3084,21,Suburb: Large,No,Yes,Yes,Yes,934,39.1,23.89,695,14,–
Harper Woods Virtual Academy,261776008490,Wayne County,19872 KELLY RD,HARPER WOODS,MI,48225,1918,(800)297-2119,21,Suburb: Large,No,Yes,Yes,Yes,557,1.5,371.33,455,3,–
Harrison Alternative Education,261782000105,Clare County,PO Box 529,Harrison,MI,48625,529,(989)539-7417,32,Town: Distant,No,No,Yes,Yes,37,1.8,20.56,27,2,–
Harrison Center,262883008974,St. Clair County,55 15TH ST,PORT HURON,MI,48060,4202,(810)455-0029,23,Suburb: Small,No,No,No,†,0,1,†,–,–,–
Harrison Community High School,261782005444,Clare County,PO Box 529,Harrison,MI,48625,529,(989)539-7417,32,Town: Distant,No,No,No,†,337,18.6,18.12,232,18,–
Hart High School,261786005450,Oceana County,300 JOHNSON ST W,HART,MI,49420,1059,(231)873-5691,32,Town: Distant,No,No,Yes,Yes,415,20.9,19.86,223,34,–
Hart Middle School,262994000242,Oakland County,6500 SHELDON RD,ROCHESTER HILLS,MI,48306,4575,(248)726-4500,21,Suburb: Large,No,No,Yes,No,1047,51,20.53,157,8,–
Hartford Alternative Education,261788008746,Van Buren County,115 School Street,Hartford,MI,49057,,(269)621-7005,31,Town: Fringe,No,No,Yes,Yes,89,1.4,63.57,72,4,–
Hartford High School,261788005453,Van Buren County,121 SCHOOL ST,HARTFORD,MI,49057,1183,(269)621-7100,31,Town: Fringe,No,No,Yes,Yes,386,17.22,22.42,270,46,–
Hartland High School,261791005458,Livingston County,10635 DUNHAM RD,HARTLAND,MI,48353,1017,(810)626-2200,21,Suburb: Large,No,No,No,†,1794,85.49,20.98,218,16,–
Hartland Virtual Academy,261791008404,Livingston County,9525 E Highland Rd,Howell,MI,48843,9098,(810)626-2140,41,Rural: Fringe,No,No,No,†,35,0,†,11,0,–
Haslett High School,261794005467,Ingham County,5450 MARSH RD,HASLETT,MI,48840,5003,(517)339-8249,21,Suburb: Large,No,No,No,†,830,38.2,21.73,163,11,–
Hastings High School,261797005473,Barry County,520 WEST SOUTH ST,HASTINGS,MI,49058,2156,(269)948-4409,32,Town: Distant,No,No,Yes,Yes,784,41.98,18.68,289,43,–
Hawthorn Center,260096008066,Wayne County,18471 HAGGERTY RD,NORTHVILLE,MI,48168,9575,(248)349-3000,21,Suburb: Large,No,No,No,†,0,0,†,–,–,–
Hazel Park High School,261803005475,Oakland County,23400 HUGHES AVE,HAZEL PARK,MI,48030,1552,(248)658-5100,21,Suburb: Large,No,No,No,†,544,41.43,13.13,367,15,–
Heartwood School,268052000535,Ingham County,625 HAGADORN RD,MASON,MI,48854,9390,(517)244-1404,41,Rural: Fringe,No,No,No,†,74,18.01,4.11,20,3,–
Hemlock Alternative Education,261818001908,Saginaw County,PO Box 260,Hemlock,MI,48626,,(989)642-2338,41,Rural: Fringe,No,No,Yes,Yes,57,1.5,38,37,2,–
Hemlock High School,261818005487,Saginaw County,PO Box 260,Hemlock,MI,48626,260,(989)642-5287,41,Rural: Fringe,No,No,No,†,341,18.1,18.84,67,7,–
Henry Ford Academy,260017101040,Wayne County,PO Box 1148,Dearborn,MI,48121,1148,(313)982-6193,12,City: Midsize,Yes,No,Yes,Yes,507,25.75,19.69,277,19,–
Henry Ford Early College,261160007810,Wayne County,5101 EVERGREEN RD,DEARBORN,MI,48128,1495,(313)317-1584,12,City: Midsize,No,No,Yes,Yes,225,11.4,19.74,126,14,–
Henry Ford Early CollegeAdvanced Manufacturing,261160008706,Wayne County,5101 Evergreen,Dearborn,MI,48128,,(313)317-1584,12,City: Midsize,No,No,Yes,Yes,354,5.3,66.79,236,7,–
Henry Ford High School,260110304734,Wayne County,20000 Evergreen Road,Detroit,MI,48219,2075,(313)494-7567,11,City: Large,No,No,Yes,Yes,865,39.2,22.07,719,3,–
Henry Ford II High School,263447007025,Macomb County,11911 CLINTON RIVER RD,STERLING HEIGHTS,MI,48313,2420,(586)797-1600,21,Suburb: Large,No,No,No,†,1744,84.4,20.66,558,53,–
Heritage High School,263045006701,Saginaw County,3465 NORTH CENTER RD,SAGINAW,MI,48603,1898,(989)799-5790,22,Suburb: Midsize,No,No,No,†,1392,68.83,20.22,497,62,–
Hesperia Community Education,261827001896,Newaygo County,96 S Division Street,Hesperia,MI,49421,338,(231)854-6185,42,Rural: Distant,No,No,Yes,Yes,1,0,†,†,†,†
Hesperia High School,261827005491,Newaygo County,96 S Division Street,Hesperia,MI,49421,338,(231)854-6385,42,Rural: Distant,No,No,Yes,Yes,260,15.5,16.77,155,30,–
HH Dow High School,262382006068,Midland County,3901 NORTH SAGINAW RD,MIDLAND,MI,48640,2315,(989)923-5382,13,City: Small,No,No,No,†,1243,59.8,20.79,225,30,–
High Point School,268099000733,Washtenaw County,PO Box 1406,Ann Arbor,MI,48106,1406,(734)994-8111,21,Suburb: Large,No,No,No,†,43,9.82,4.38,19,0,–
High School,262187005912,Macomb County,38495 LANSE CREUSE ST,HARRISON TOWNSHIP,MI,48045,3483,(586)783-6400,21,Suburb: Large,No,Yes,Yes,Yes,1384,60,23.07,473,65,–
High School North,262187005918,Macomb County,23700 21 MILE RD,MACOMB,MI,48042,5106,(586)493-5270,21,Suburb: Large,No,Yes,No,†,1717,65.8,26.09,534,52,–
Highland Pines School,268098000274,Tuscola County,1381 CLEAVER RD,CARO,MI,48723,9135,(989)673-5200,41,Rural: Fringe,No,No,No,†,97,16.2,5.99,68,5,–
Highpoint Virtual Academy of MIchigan,260110708801,Wexford County,210 East Mesick Avenue,Mesick,MI,49668,,(231)371-4707,43,Rural: Remote,Yes,No,Yes,Yes,2666,84.6,31.51,1931,166,–
Hill Center,262115008436,Ingham County,5815 Wise Rd,Lansing,MI,48911,,(517)755-2800,12,City: Midsize,No,No,No,†,0,3.81,†,–,–,–
Hillman Community JrSr High School,261836005503,Montmorency County,26042 M 32 S,HILLMAN,MI,49746,9788,(989)742-4538,43,Rural: Remote,No,Yes,Yes,Yes,225,12.76,17.63,111,12,–
HillMcCloy High School,262442006104,Genesee County,PO Box 3129,Montrose,MI,48457,829,(810)591-8821,41,Rural: Fringe,No,No,No,†,449,25.6,17.54,201,25,–
Hillsdale High School,261839005507,Hillsdale County,30 SOUTH NORWOOD AVE,HILLSDALE,MI,49242,1802,(517)439-4320,32,Town: Distant,No,No,No,†,437,20.83,20.98,185,17,–
Hillsdale Workforce DevTech Center,268048001302,Hillsdale County,3471 BECK RD,HILLSDALE,MI,49242,9433,(517)689-1881,32,Town: Distant,No,No,No,†,0,7,†,–,–,–
Hillside Learning Behavior Center,268010000108,Allegan County,212 GROVE ST,ALLEGAN,MI,49010,1424,(269)512-7900,32,Town: Distant,No,No,No,†,100,15.25,6.56,49,1,–
Holland High School,261842005512,Ottawa County,600 VAN RAALTE AVE,HOLLAND,MI,49423,4063,(616)494-5082,13,City: Small,No,No,Yes,Yes,1015,54.4,18.66,551,86,–
Holland Virtual Tech High School,261842008030,Ottawa County,600 Van Raalte Ave,HOLLAND,MI,49423,3942,(616)494-5051,13,City: Small,No,No,Yes,Yes,48,1,48,33,4,–
Holly High School,261845005522,Oakland County,6161 EAST HOLLY RD,HOLLY,MI,48442,9724,(248)328-3200,31,Town: Fringe,No,No,No,†,1044,55.04,18.97,362,50,–
Holt Senior High School,261848005530,Ingham County,5885 HOLT RD,HOLT,MI,48842,8677,(517)694-2162,21,Suburb: Large,No,No,No,†,1690,91.6,18.45,649,55,–
Holton High School,261851005536,Muskegon County,6500 4TH ST,HOLTON,MI,49425,7536,(231)821-1725,42,Rural: Distant,No,No,Yes,Yes,259,14.54,17.81,163,11,–
Holton Virtual Academy,261851008459,Muskegon County,6500 4TH ST,HOLTON,MI,49425,7536,(231)821-1700,42,Rural: Distant,No,No,Yes,Yes,26,0.63,41.27,21,1,–
Home Education Site,261644001547,Kent County,2405 Leonard St NE,Grand Rapids,MI,49505,,(616)819-2621,12,City: Midsize,No,No,Yes,Yes,0,1,†,–,–,–
Homer Community High School,261854005538,Calhoun County,403 SOUTH HILLSDALE ST,HOMER,MI,49245,1247,(517)568-4464,42,Rural: Distant,No,No,No,†,303,13.81,21.94,144,13,–
Hope Academic Academy,261293008849,Wayne County,27225 W Outer Drive,Ecorse,MI,48229,,(313)294-4750,21,Suburb: Large,No,Yes,Yes,Yes,71,1,71,61,1,–
Hope Academy of West Michigan,260098808264,Kent County,240 Brown Street SE,Grand Rapids,MI,49507,,(616)301-8458,12,City: Midsize,Yes,No,Yes,Yes,379,31.25,12.13,343,18,–
Hope of Detroit Academy MiddleHigh,260024308799,Wayne County,4444 35th Street,Detroit,MI,48210,,(313)788-1122,11,City: Large,Yes,Yes,Yes,Yes,649,31.7,20.47,566,6,–
Hopkins High School,261857005542,Allegan County,333 S CLARK ST,HOPKINS,MI,49328,9501,(269)793-7616,42,Rural: Distant,No,No,No,†,518,25.18,20.57,99,20,–
Horizon Alternative School,261839007796,Hillsdale County,30 S NORWOOD AVE,HILLSDALE,MI,49242,1802,(517)439-4320,32,Town: Distant,No,No,Yes,Yes,38,2,19,29,1,–
Horizon High School,261752007965,Wayne County,3225 CANIFF ST,HAMTRAMCK,MI,48212,3022,(313)893-2355,21,Suburb: Large,No,No,Yes,Yes,137,8.99,15.24,115,2,–
Houghton Central High School,262889006482,Houghton County,1603 GUNDLACH RD,HOUGHTON,MI,49931,2605,(906)482-0450,41,Rural: Fringe,No,No,No,†,479,27.4,17.48,75,22,–
Houghton Lake Community Education,261860001615,Roscommon County,179 CLOVERLEAF LN,HOUGHTON LAKE,MI,48629,9636,(989)422-6161,33,Town: Remote,No,No,Yes,Yes,74,17.97,4.12,60,2,–
Houghton Lake JrSr High School,261860005545,Roscommon County,4433 WEST HOUGHTON LAKE DR,HOUGHTON LAKE,MI,48629,9786,(989)366-2005,41,Rural: Fringe,No,No,Yes,Yes,551,27.4,20.11,370,23,–
Howe Trainable Center and Montessori,261160004612,Wayne County,22586 Ann Arbor Trail,Dearborn Hts,MI,48127,,(313)827-7000,21,Suburb: Large,No,No,Yes,Yes,248,22.65,10.95,155,7,–
Howell High School,261872005550,Livingston County,1200 WEST GRAND RIVER AVE,HOWELL,MI,48843,1913,(517)540-8300,22,Suburb: Midsize,No,No,No,†,2102,85.41,24.61,442,37,–
Hudson Area JRSR High School,261881005556,Lenawee County,771 NORTH MAPLE GROVE AVE,HUDSON,MI,49247,1149,(517)448-8912,42,Rural: Distant,No,No,No,†,465,23.48,19.8,219,22,–
Hudson Tech Alternative,261881008227,Lenawee County,550 E Main St,Hudson,MI,49247,,(517)448-8912,42,Rural: Distant,No,No,Yes,Yes,143,1.09,131.19,90,2,–
Hudsonville High School,261884005563,Ottawa County,5037 32ND AVE,HUDSONVILLE,MI,49426,1701,(616)669-1500,21,Suburb: Large,No,No,No,†,1487,71.15,20.9,195,45,–
Huron Academy Grades K2,260021101145,Macomb County,11401 METROPOLITAN PKWY,STERLING HEIGHTS,MI,48312,2937,(586)446-9170,21,Suburb: Large,Yes,Yes,Yes,Yes,240,20.17,11.9,136,4,–
Huron AI Center FRCS FRHS Program,261893008552,Wayne County,19370 VREELAND RD,WOODHAVEN,MI,48183,4430,(734)379-6360,21,Suburb: Large,No,No,No,†,0,1,†,–,–,–
Huron Area Technical Center,268050000847,Huron County,1160 SOUTH VAN DYKE RD,BAD AXE,MI,48413,9615,(989)269-9284,41,Rural: Fringe,No,No,No,†,0,14,†,–,–,–
Huron High School,260282004032,Washtenaw County,2727 FULLER RD,ANN ARBOR,MI,48105,2449,(734)994-2043,12,City: Midsize,No,No,Yes,No,1621,109.83,14.76,413,42,–
Huron High School,261893005567,Wayne County,32044 HURON RIVER DR,NEW BOSTON,MI,48164,9282,(734)782-1436,21,Suburb: Large,No,No,No,†,839,45.75,18.34,203,18,–
Huron Learning Center,268050000140,Huron County,1299 SOUTH THOMAS RD STE 1,BAD AXE,MI,48413,9730,(989)269-9274,41,Rural: Fringe,No,No,No,†,38,16.25,2.34,17,8,–
Huron Valley Adult Education,261899002042,Oakland County,1000 HILL ROAD,WHITE LAKE,MI,48383,2201,(248)676-8399,41,Rural: Fringe,No,No,No,†,15,0,†,8,0,–
Huron Valley Virtual Academy,261899008985,Oakland County,2390 S MILFORD RD,HIGHLAND,MI,48357,4934,(248)684-8230,41,Rural: Fringe,No,No,Yes,Yes,306,15.37,19.91,125,4,–
Huron Valley Womens,260000107954,Washtenaw County,3511 BEMIS RD,YPSILANTI,MI,48197,9307,(734)572-9900,41,Rural: Fringe,No,No,No,†,3,0,†,†,†,†
ICademy Global,260104008512,Ottawa County,8485 HOMESTEAD DR,ZEELAND,MI,49464,8969,(616)748-5637,23,Suburb: Small,Yes,No,Yes,No,295,17.77,16.6,89,11,–
Ida High School,261905005587,Monroe County,3145 PRAIRIE ST,IDA,MI,48140,9600,(734)269-3485,41,Rural: Fringe,No,No,No,†,427,24.33,17.55,62,7,–
IMK Community Education,261941001227,Dickinson County,800 East E St,IRON MOUNTAIN,MI,49801,4122,(906)779-2660,33,Town: Remote,No,Yes,Yes,Yes,86,6.72,12.8,64,3,–
Imlay City High School,261910005589,Lapeer County,1001 NORLIN DR,IMLAY CITY,MI,48444,1475,(810)724-9810,32,Town: Distant,No,No,No,†,562,30.3,18.55,234,29,–
Ingham AcademyFamily Center,262115007963,Ingham County,1601 WEST HOLMES RD,LANSING,MI,48910,354,(517)352-2692,12,City: Midsize,No,No,Yes,Yes,44,0,†,34,0,–
Ingham County Youth Center,262115008185,Ingham County,5815 WISE RD,LANSING,MI,48911,4503,(517)755-2946,12,City: Midsize,No,No,No,†,13,1,13,9,0,–
Ingham Virtual High School,262145008189,Ingham County,4141 HULL RD,LESLIE,MI,49251,9578,(517)589-9500,41,Rural: Fringe,No,No,Yes,Yes,16,0,†,6,1,–
Inland Lakes Secondary School,261917005599,Cheboygan County,4363 SOUTH STRAITS HWY,INDIAN RIVER,MI,49749,9457,(231)238-6868,43,Rural: Remote,No,No,Yes,Yes,329,20.54,16.02,181,20,–
Innocademy,260101108354,Ottawa County,8485 HOMESTEAD DR,ZEELAND,MI,49464,8969,(248)505-6829,23,Suburb: Small,Yes,Yes,Yes,No,297,23.8,12.48,103,32,–
Innovation Academy,261872008860,Livingston County,861 E SIBLEY ST,HOWELL,MI,48843,2452,(517)540-8300,22,Suburb: Midsize,No,Yes,Yes,Yes,181,6,30.17,97,3,–
Innovation Central High,261644008543,Kent County,421 Fountain St NE,Grand Rapids,MI,49503,,(616)819-2310,12,City: Midsize,No,No,Yes,Yes,641,33,19.42,554,36,–
Insight School of Michigan,260107708627,Eaton County,526 S CREYTS RD,LANSING,MI,48917,8263,(517)580-0020,21,Suburb: Large,Yes,No,Yes,Yes,598,38.05,15.72,560,35,–
Interlochen Early Childhood and Innovation Center,263387009025,Grand Traverse County,412 WEBSTER ST,TRAVERSE CITY,MI,49686,2650,(231)933-1780,41,Rural: Fringe,No,No,No,†,0,0,†,–,–,–
International Academy,268088001588,Oakland County,1020 EAST SQUARE LAKE RD,BLOOMFIELD HILLS,MI,48304,1957,(248)341-5905,21,Suburb: Large,No,No,No,†,1468,0,†,174,23,–
International Academy of Flint K12,260019501104,Genesee County,2820 SOUTH SAGINAW ST,FLINT,MI,48503,5708,(810)600-5223,13,City: Small,Yes,No,Yes,Yes,927,49,18.92,782,5,–
International Academy of Macomb,260957007865,Macomb County,42755 ROMEO PLANK,CLINTON TWP,MI,48038,1790,(586)723-7200,21,Suburb: Large,No,Yes,No,†,445,6.5,68.46,100,13,–
Inverness Academy,260891001614,Cheboygan County,PO Box 100,CHEBOYGAN,MI,49721,1537,(231)627-5613,42,Rural: Distant,No,No,Yes,Yes,91,2.5,36.4,71,4,–
Invest Roosevelt Alternative High School,261803008393,Oakland County,1620 EAST ELZA AVE,HAZEL PARK,MI,48030,2358,(248)658-5200,21,Suburb: Large,No,No,Yes,Yes,305,6,50.83,263,2,–
Ionia County Career Center,268054008253,Ionia County,250 E Tuttle Road,Ionia,MI,48846,,(616)489-2152,41,Rural: Fringe,No,No,No,†,0,9.5,†,–,–,–
Ionia High School,261925005601,Ionia County,250 EAST TUTTLE RD,IONIA,MI,48846,8605,(616)527-0600,41,Rural: Fringe,No,No,Yes,Yes,836,37.15,22.5,339,39,–
Ionia Maximum Correctional Facility,260000107898,Ionia County,1576 WEST BLUEWATER HWY,IONIA,MI,48846,8594,(616)527-6331,32,Town: Distant,No,No,No,†,4,0,†,†,†,†
Iosco RESA Special Education,268056001351,Iosco County,27 NORTH REMPERT RD,TAWAS CITY,MI,48763,9752,(989)362-3006,42,Rural: Distant,No,No,No,†,42,8.9,4.72,37,0,–
Iron Mountain High School,261941005611,Dickinson County,300 WEST B ST,IRON MOUNTAIN,MI,49801,3396,(906)779-2610,33,Town: Remote,No,No,Yes,No,273,12.03,22.69,88,13,–
Isabella Day Treatment,262475007823,Isabella County,3350 SOUTH ISABELLA RD,MOUNT PLEASANT,MI,48858,8461,(989)775-2370,32,Town: Distant,No,No,Yes,Yes,8,1,8,†,†,†
ISDLocal Center Programs,268083001619,Montcalm County,621 NORTH NEW ST,STANTON,MI,48888,9459,(616)225-4724,32,Town: Distant,No,No,No,†,75,24,3.13,72,0,–
ISDLocal Programs,268050407773,Bay County,4228 2 MILE RD,BAY CITY,MI,48706,2324,(989)667-3276,23,Suburb: Small,No,No,No,†,99,12,8.25,39,1,–
Ishpeming High School,261953005619,Marquette County,319 EAST DIVISION ST,ISHPEMING,MI,49849,2005,(906)485-1066,33,Town: Remote,No,No,Yes,Yes,220,11.24,19.57,112,11,–
IshpemingNegauneeNICE Comm Ed Division,261953002051,Marquette County,101 SOUTH PIONEER AVE,NEGAUNEE,MI,49866,1609,(906)475-4173,33,Town: Remote,No,No,Yes,Yes,9,1.29,6.98,7,0,–
Ithaca High School,261958005620,Gratiot County,710 NORTH UNION ST,ITHACA,MI,48847,1314,(989)875-3373,42,Rural: Distant,No,No,No,†,481,24.88,19.33,172,43,–
Jack Reque Alternative High School,262247000992,Schoolcraft County,100 NORTH CEDAR ST,MANISTIQUE,MI,49854,1248,(906)252-4304,41,Rural: Fringe,No,No,Yes,Yes,20,1,20,15,1,–
Jackson Area Career Center,268058000865,Jackson County,6800 BROWNS LAKE RD,JACKSON,MI,49201,8376,(517)768-5163,41,Rural: Fringe,No,No,No,†,0,36.5,†,–,–,–
Jackson County Jail,261962008299,Jackson County,522 WILDWOOD AVE,JACKSON,MI,49201,1013,(517)841-2157,13,City: Small,No,No,No,†,0,0,†,–,–,–
Jackson High School,261962005629,Jackson County,544 WILDWOOD AVE,JACKSON,MI,49201,1013,(517)841-3700,13,City: Small,No,No,Yes,Yes,1101,56.1,19.63,681,68,–
