ProperName,PopularName,ProperName_Score,PopularName_Score,MHSAA_SchoolId,SchoolInfo_Index,School_Name,City
macarthur k-8 university,Southfield MacArthur K-8 University,43,52,4677,50,arthur hill high school,SAGINAW
st robert,St Robert,43,38,5072,1131,stuckey center,Redford
unknown - 9,Unknown - 9,43,39,8748,1188,union high school,GRAND RAPIDS
unknown - 1,Unknown - 1,43,39,8852,1188,union high school,GRAND RAPIDS
unknown - 2,Unknown - 2,43,39,8853,1188,union high school,GRAND RAPIDS
unknown - 3,Unknown - 3,43,39,8854,1188,union high school,GRAND RAPIDS
unknown - 4,Unknown - 4,43,39,8855,1188,union high school,GRAND RAPIDS
unknown - 5,Unknown - 5,43,39,8856,1188,union high school,GRAND RAPIDS
unknown - 6,Unknown - 6,43,39,8857,1188,union high school,GRAND RAPIDS
unknown - 7,Unknown - 7,43,39,8860,1188,union high school,GRAND RAPIDS
unknown - 8,Unknown - 8,43,39,8888,1188,union high school,GRAND RAPIDS
unknown - 11,Unknown - 11,41,38,8425,1188,union high school,GRAND RAPIDS
unknown - 12,Unknown - 12,41,39,8431,1188,union high school,GRAND RAPIDS
unknown - 13,Unknown - 13,41,38,8749,1188,union high school,GRAND RAPIDS
unknown - 14,Unknown - 14,41,38,8807,1188,union high school,GRAND RAPIDS
unknown - 10,Unknown - 10,41,38,8813,1188,union high school,GRAND RAPIDS
zilwaukee ,Zilwaukee ,40,40,9308,353,doris klaussen dev center,BATTLE CREEK
ajax (on),Ajax (ON),40,26,9316,26,alba school,ELMIRA
unknown 15,Unknown 15,39,38,9039,1183,turning point academy,Detroit
unknown 16,Unknown 16,39,38,9040,1183,turning point academy,Detroit
unknown 18,Unknown 18,39,38,9060,1183,turning point academy,Detroit
oos7,OOS(7),38,6,7430,292,cooke school,NORTHVILLE
