School Name,u_school_id,school_district,school_district_id,total_students,teachers,student_teacher_ratio,lunch_free_count,lunch_reduced_count,lunch_total_count,9th,10th,11th,12th,demo_pct_American Indian,demo_pct_Asian,demo_pct_Black,demo_pct_Hispanic,demo_pct_Pacific Islander,demo_pct_White,demo_pct_Two_or_More,Male,Female,HS_ENROLL,Coed,Relig,Locale_x,Community_Type,Charter,Magnet,Relig_subtype,type,Street Address,City,State,ZIP,Locale_y,PSS_COUNTY_NO,County FIPS,Phone,Locale,student_teacher_info,County Name,PSS_ASSOC_1,Title I School,Title 1 School Wide
Gwinn MiddleHigh School,261469005162,Gwinn Area Community Schools,2614690.0,521.0,30.02,17.36,266,29,295,95.0,68.0,69.0,,0.015355086372360844,0.0,0.02111324376199616,0.05566218809980806,0.0,0.8195777351247601,0.08829174664107485,0.0009578508773545632,0.0009615349191905424,232.0,Yes,None,Rural: Remote,Rural,No,No,None,public,50 WEST STATE HIGHWAY M35,GWINN,MI,49841,Rural: Remote,,,,,,,,,
Hamady Community High School,263597007205,Westwood Heights Schools,2635970.0,505.0,25.95,19.46,444,12,456,151.0,143.0,116.0,95.0,0.0,0.0,0.9326732673267327,0.019801980198019802,0.0,0.015841584158415842,0.031683168316831684,0.00101558670718557,0.0009646113126164102,410.0,Yes,None,Suburb: Large,Suburban,No,No,None,public,G3223 W CARPENTER RD,FLINT,MI,48504,Suburb: Large,,,,,,,,,
Hamilton High School,261740005416,Hamilton Community Schools,2617400.0,741.0,41.01,18.07,110,25,135,208.0,179.0,185.0,169.0,0.001349527665317139,0.005398110661268556,0.010796221322537112,0.06072874493927125,0.0,0.8893387314439946,0.032388663967611336,0.0007139201684268806,0.0006356074968902585,572.0,Yes,None,Rural: Fringe,Rural,No,No,None,public,4911 136TH AVE,HAMILTON,MI,49419,Rural: Fringe,,,,,,,,,
Hamtramck High School,261752005421,Hamtramck School District Of The City Of,2617520.0,1045.0,53.7,19.46,868,47,915,298.0,268.0,260.0,219.0,0.0009569377990430622,0.3416267942583732,0.14641148325358852,0.0009569377990430622,0.0,0.5023923444976076,0.007655502392344498,0.0005503537006936654,0.0004065840983493968,826.0,Yes,None,Suburb: Large,Suburban,No,No,None,public,11410 CHAREST ST,HAMTRAMCK,MI,48212,Suburb: Large,,,,,,,,,
Hancock MiddleHigh School,261755005426,Hancock Public Schools,2617550.0,375.0,21.8,17.2,128,27,155,55.0,56.0,52.0,,0.0026666666666666666,0.0026666666666666666,0.0026666666666666666,0.008,0.0,0.9733333333333334,0.010666666666666666,0.0013724444444444446,0.0012942222222222222,163.0,Yes,None,Rural: Fringe,Rural,No,No,None,public,501 CAMPUS DR,HANCOCK,MI,49930,Rural: Fringe,,,,,,,,,
HanoverHorton High School,261764005429,Hanover-horton School District,2617640.0,330.0,15.07,21.9,87,8,95,97.0,76.0,77.0,80.0,0.0,0.0,0.006060606060606061,0.03333333333333333,0.0,0.9393939393939394,0.021212121212121213,0.001423324150596878,0.0016069788797061523,250.0,Yes,None,Rural: Distant,Rural,No,No,None,public,10000 MOSCOW RD,HORTON,MI,49246,Rural: Distant,,,,,,,,,
Harbor Beach Community High School,260000703856,Harbor Beach Community Schools,2600007.0,213.0,9.85,21.62,64,6,70,52.0,50.0,49.0,62.0,0.0,0.009389671361502348,0.0,0.009389671361502348,0.0,0.9436619718309859,0.03755868544600939,0.002424563027617977,0.0022702726531331967,151.0,Yes,None,Rural: Remote,Rural,No,Yes,None,public,402 SOUTH 5TH ST,HARBOR BEACH,MI,48441,Rural: Remote,,,,,,,,,
Harbor High School,261899001398,Huron Valley Schools,2618990.0,139.0,7.35,18.91,79,4,83,8.0,19.0,55.0,57.0,0.014388489208633094,0.0,0.007194244604316547,0.050359712230215826,0.0,0.8920863309352518,0.03597122302158273,0.004502872522126184,0.002691372082190363,82.0,Yes,None,Rural: Fringe,Rural,No,No,None,public,1000 HILL ROAD,WHITE LAKE,MI,48383,Rural: Fringe,,,,,,,,,
Harbor Springs High School,261770005432,Harbor Springs School District,2617700.0,243.0,17.69,13.74,43,4,47,62.0,40.0,72.0,69.0,0.04526748971193416,0.00823045267489712,0.0,0.0205761316872428,0.0,0.8724279835390947,0.053497942386831275,0.002303171941946519,0.0018120543955020406,174.0,Yes,None,Rural: Distant,Rural,No,No,None,public,500 N SPRING ST,HARBOR SPGS,MI,49740,Rural: Distant,,,,,,,,,
Harper Academy,261776008223,Harper Woods The School District Of The City Of,2617760.0,35.0,1.0,35.0,28,0,28,0.0,0.0,3.0,32.0,0.0,0.0,0.9428571428571428,0.0,0.0,0.05714285714285714,0.0,0.017959183673469388,0.010612244897959184,3.0,Yes,None,Suburb: Large,Suburban,No,No,None,public,20225 Beaconsfield,Harper Woods,MI,48225,Suburb: Large,,,,,,,,,
Harper Creek High School,261773005437,Harper Creek Community Schools,2617730.0,891.0,43.92,20.29,324,26,350,235.0,234.0,223.0,199.0,0.008978675645342313,0.006734006734006734,0.03928170594837262,0.05723905723905724,0.003367003367003367,0.8181818181818182,0.06621773288439955,0.0005857301031262872,0.0005366043525415018,692.0,Yes,None,Rural: Fringe,Rural,No,No,None,public,12677 BEADLE LAKE RD,BATTLE CREEK,MI,49014,Rural: Fringe,,,,,,,,,
Harper Woods High School,261776005441,Harper Woods The School District Of The City Of,2617760.0,934.0,39.1,23.89,695,14,709,269.0,268.0,216.0,181.0,0.0,0.0010706638115631692,0.9721627408993576,0.0032119914346895075,0.0,0.022483940042826552,0.0010706638115631692,0.0005261613378024568,0.0005445024737607123,753.0,Yes,None,Suburb: Large,Suburban,No,Yes,None,public,20225 BEACONSFIELD ST,HARPER WOODS,MI,48225,Suburb: Large,,,,,,,,,
Harrison Alternative Education,261782000105,Harrison Community Schools,2617820.0,37.0,1.8,20.56,27,2,29,0.0,11.0,12.0,14.0,0.0,0.0,0.0,0.05405405405405406,0.0,0.9459459459459459,0.0,0.018991964937910884,0.008035062089116144,23.0,Yes,None,Town: Distant,Town,No,No,None,public,PO Box 529,Harrison,MI,48625,Town: Distant,,,,,,,,,
Harrison Community High School,261782005444,Harrison Community Schools,2617820.0,337.0,18.6,18.12,232,18,250,102.0,83.0,83.0,69.0,0.005934718100890208,0.002967359050445104,0.008902077151335312,0.03560830860534125,0.002967359050445104,0.9228486646884273,0.020771513353115726,0.0014176403772156135,0.0015497186732294907,268.0,Yes,None,Town: Distant,Town,No,No,None,public,PO Box 529,Harrison,MI,48625,Town: Distant,,,,,,,,,
Hart High School,261786005450,Hart Public School District,2617860.0,415.0,20.9,19.86,223,34,257,115.0,114.0,101.0,85.0,0.0024096385542168677,0.0024096385542168677,0.004819277108433735,0.363855421686747,0.0,0.6120481927710844,0.014457831325301205,0.0012599796777471332,0.0011496588764697345,330.0,Yes,None,Town: Distant,Town,No,No,None,public,300 JOHNSON ST W,HART,MI,49420,Town: Distant,,,,,,,,,
Hartford Alternative Education,261788008746,Hartford Public Schools,2617880.0,89.0,1.4,63.57,72,4,76,30.0,27.0,25.0,,0.011235955056179775,0.0,0.033707865168539325,0.4157303370786517,0.0,0.4943820224719101,0.0449438202247191,0.006059840929175609,0.005176114127004167,82.0,Yes,None,Town: Fringe,Town,No,No,None,public,115 School Street,Hartford,MI,49057,Town: Fringe,,,,,,,,,
Hartford High School,261788005453,Hartford Public Schools,2617880.0,386.0,17.22,22.42,270,46,316,118.0,95.0,98.0,75.0,0.0051813471502590676,0.0025906735751295338,0.02072538860103627,0.5414507772020726,0.0025906735751295338,0.40414507772020725,0.023316062176165803,0.0012013745335445246,0.001389299041585009,311.0,Yes,None,Town: Fringe,Town,No,No,None,public,121 SCHOOL ST,HARTFORD,MI,49057,Town: Fringe,,,,,,,,,
Hartland High School,261791005458,Hartland Consolidated Schools,2617910.0,1794.0,85.49,20.98,218,16,234,435.0,452.0,460.0,447.0,0.008918617614269788,0.010590858416945374,0.005016722408026756,0.033444816053511704,0.0005574136008918618,0.9286510590858417,0.01282051282051282,0.00029299945687905553,0.0002644141440128062,1347.0,Yes,None,Suburb: Large,Suburban,No,No,None,public,10635 DUNHAM RD,HARTLAND,MI,48353,Suburb: Large,,,,,,,,,
Hartland Virtual Academy,261791008404,Hartland Consolidated Schools,2617910.0,35.0,0.0,†,11,0,11,4.0,6.0,10.0,,0.0,0.0,0.0,0.02857142857142857,0.0,0.9714285714285714,0.0,0.013061224489795917,0.015510204081632652,20.0,Yes,None,Rural: Fringe,Rural,No,No,None,public,9525 E Highland Rd,Howell,MI,48843,Rural: Fringe,,,,,,,,,
Haslett High School,261794005467,Haslett Public Schools,2617940.0,830.0,38.2,21.73,163,11,174,210.0,193.0,210.0,217.0,0.0024096385542168677,0.05783132530120482,0.04216867469879518,0.10120481927710843,0.0,0.7228915662650602,0.07349397590361446,0.0006125707649876615,0.0005922485121207723,613.0,Yes,None,Suburb: Large,Suburban,No,No,None,public,5450 MARSH RD,HASLETT,MI,48840,Suburb: Large,,,,,,,,,
Hastings High School,261797005473,Hastings Area School District,2617970.0,784.0,41.98,18.68,289,43,332,198.0,188.0,200.0,198.0,0.00510204081632653,0.002551020408163265,0.003826530612244898,0.05357142857142857,0.003826530612244898,0.9107142857142857,0.02040816326530612,0.0006556512911286964,0.0006198589129529363,586.0,Yes,None,Town: Distant,Town,No,No,None,public,520 WEST SOUTH ST,HASTINGS,MI,49058,Town: Distant,,,,,,,,,
Hazel Park High School,261803005475,Hazel Park School District Of The City Of,2618030.0,544.0,41.43,13.13,367,15,382,138.0,158.0,132.0,116.0,0.003676470588235294,0.012867647058823529,0.4485294117647059,0.03860294117647059,0.0,0.47794117647058826,0.01838235294117647,0.0009731833910034603,0.0008650519031141869,428.0,Yes,None,Suburb: Large,Suburban,No,No,None,public,23400 HUGHES AVE,HAZEL PARK,MI,48030,Suburb: Large,,,,,,,,,
Hemlock Alternative Education,261818001908,Hemlock Public School District,2618180.0,57.0,1.5,38.0,37,2,39,4.0,16.0,13.0,19.0,0.0,0.0,0.0,0.07017543859649122,0.0,0.9122807017543859,0.017543859649122806,0.010772545398584181,0.006771314250538627,33.0,Yes,None,Rural: Fringe,Rural,No,No,None,public,PO Box 260,Hemlock,MI,48626,Rural: Fringe,,,,,,,,,
Hemlock High School,261818005487,Hemlock Public School District,2618180.0,341.0,18.1,18.84,67,7,74,89.0,79.0,72.0,92.0,0.0,0.0,0.0,0.06451612903225806,0.0,0.9149560117302052,0.020527859237536656,0.00153937444638419,0.001393176873263904,240.0,Yes,None,Rural: Fringe,Rural,No,No,None,public,PO Box 260,Hemlock,MI,48626,Rural: Fringe,,,,,,,,,
Henry Ford Academy,260017101040,Henry Ford Academy,2600171.0,507.0,25.75,19.69,277,19,296,127.0,130.0,133.0,117.0,0.007889546351084813,0.007889546351084813,0.5128205128205128,0.15187376725838264,0.0,0.3076923076923077,0.011834319526627219,0.0010270415368276086,0.0009453450509435944,390.0,Yes,None,City: Midsize,City,Yes,No,None,public,PO Box 1148,Dearborn,MI,48121,City: Midsize,,,,,,,,,
Henry Ford Early College,261160007810,Dearborn City School District,2611600.0,225.0,11.4,19.74,126,14,140,47.0,42.0,46.0,90.0,0.0044444444444444444,0.04888888888888889,0.057777777777777775,0.02666666666666667,0.0,0.8577777777777778,0.0044444444444444444,0.0015407407407407407,0.0029037037037037035,135.0,Yes,None,City: Midsize,City,No,No,None,public,5101 EVERGREEN RD,DEARBORN,MI,48128,City: Midsize,,,,,,,,,
Henry Ford Early CollegeAdvanced Manufacturing,261160008706,Dearborn City School District,2611600.0,354.0,5.3,66.79,236,7,243,99.0,84.0,82.0,89.0,0.0,0.014124293785310734,0.022598870056497175,0.01694915254237288,0.0,0.943502824858757,0.002824858757062147,0.0014283890325257748,0.001396469724536372,265.0,Yes,None,City: Midsize,City,No,No,None,public,5101 Evergreen,Dearborn,MI,48128,City: Midsize,,,,,,,,,
Henry Ford High School,260110304734,Detroit Public Schools Community District,2601103.0,865.0,39.2,22.07,719,3,722,238.0,262.0,208.0,157.0,0.0,0.0,0.991907514450867,0.003468208092485549,0.0011560693641618498,0.0023121387283236996,0.0011560693641618498,0.0006281532961341842,0.0005279160680276654,708.0,Yes,None,City: Large,City,No,No,None,public,20000 Evergreen Road,Detroit,MI,48219,City: Large,,,,,,,,,
Henry Ford II High School,263447007025,Utica Community Schools,2634470.0,1744.0,84.4,20.66,558,53,611,460.0,424.0,427.0,433.0,0.0,0.04931192660550459,0.06938073394495413,0.03153669724770642,0.0034403669724770644,0.8176605504587156,0.028669724770642203,0.00028965627893274973,0.0002837382164800943,1311.0,Yes,None,Suburb: Large,Suburban,No,No,None,public,11911 CLINTON RIVER RD,STERLING HEIGHTS,MI,48313,Suburb: Large,,,,,,,,,
Heritage High School,263045006701,Saginaw Township Community Schools,2630450.0,1392.0,68.83,20.22,497,62,559,446.0,357.0,298.0,277.0,0.0014367816091954023,0.042385057471264365,0.19181034482758622,0.13936781609195403,0.0028735632183908046,0.576867816091954,0.04525862068965517,0.0003690010239133307,0.0003493897806843705,1101.0,Yes,None,Suburb: Midsize,Suburban,No,No,None,public,3465 NORTH CENTER RD,SAGINAW,MI,48603,Suburb: Midsize,,,,,,,,,
Hesperia High School,261827005491,Hesperia Community Schools,2618270.0,260.0,15.5,16.77,155,30,185,66.0,68.0,58.0,68.0,0.0038461538461538464,0.0,0.007692307692307693,0.046153846153846156,0.0,0.9346153846153846,0.007692307692307693,0.001834319526627219,0.0020118343195266275,192.0,Yes,None,Rural: Distant,Rural,No,No,None,public,96 S Division Street,Hesperia,MI,49421,Rural: Distant,,,,,,,,,
HH Dow High School,262382006068,Midland Public Schools,2623820.0,1243.0,59.8,20.79,225,30,255,338.0,321.0,283.0,301.0,0.002413515687851971,0.07240547063555913,0.016894609814963796,0.039420756234915526,0.002413515687851971,0.8423169750603379,0.02413515687851971,0.00040128177164607724,0.0004032234576379131,942.0,Yes,None,City: Small,City,No,No,None,public,3901 NORTH SAGINAW RD,MIDLAND,MI,48640,City: Small,,,,,,,,,
High School,262187005912,L'anse Creuse Public Schools,2621870.0,1384.0,60.0,23.07,473,65,538,371.0,354.0,325.0,334.0,0.001445086705202312,0.01300578034682081,0.19219653179190752,0.036127167630057806,0.001445086705202312,0.680635838150289,0.07514450867052024,0.00036231581409335424,0.0003602275385078018,1050.0,Yes,None,Suburb: Large,Suburban,No,Yes,None,public,38495 LANSE CREUSE ST,HARRISON TOWNSHIP,MI,48045,Suburb: Large,,,,,,,,,
High School North,262187005918,L'anse Creuse Public Schools,2621870.0,1717.0,65.8,26.09,534,52,586,450.0,405.0,414.0,448.0,0.0005824111822947001,0.015142690739662202,0.10425160163075131,0.040768782760629,0.0005824111822947001,0.7891671520093185,0.04950495049504951,0.0002788246894852903,0.00030358649280940977,1269.0,Yes,None,Suburb: Large,Suburban,No,Yes,None,public,23700 21 MILE RD,MACOMB,MI,48042,Suburb: Large,,,,,,,,,
Hillman Community JrSr High School,261836005503,Hillman Community Schools,2618360.0,225.0,12.76,17.63,111,12,123,31.0,29.0,35.0,,0.03111111111111111,0.013333333333333334,0.0044444444444444444,0.02666666666666667,0.0,0.8844444444444445,0.04,0.002311111111111111,0.0021333333333333334,95.0,Yes,None,Rural: Remote,Rural,No,Yes,None,public,26042 M 32 S,HILLMAN,MI,49746,Rural: Remote,,,,,,,,,
HillMcCloy High School,262442006104,Montrose Community Schools,2624420.0,449.0,25.6,17.54,201,25,226,81.0,95.0,90.0,75.0,0.015590200445434299,0.0,0.024498886414253896,0.0467706013363029,0.0,0.8752783964365256,0.0378619153674833,0.00123511292106686,0.00099205857113804,266.0,Yes,None,Rural: Fringe,Rural,No,No,None,public,PO Box 3129,Montrose,MI,48457,Rural: Fringe,,,,,,,,,
Hillsdale High School,261839005507,Hillsdale Community Schools,2618390.0,437.0,20.83,20.98,185,17,202,123.0,96.0,102.0,116.0,0.0,0.011441647597254004,0.013729977116704805,0.02517162471395881,0.0,0.9267734553775744,0.02288329519450801,0.0012200933135744544,0.0010682362058763463,321.0,Yes,None,Town: Distant,Town,No,No,None,public,30 SOUTH NORWOOD AVE,HILLSDALE,MI,49242,Town: Distant,,,,,,,,,
Holland High School,261842005512,Holland City School District,2618420.0,1015.0,54.4,18.66,551,86,637,274.0,264.0,218.0,259.0,0.0,0.029556650246305417,0.07586206896551724,0.5004926108374385,0.0,0.34876847290640395,0.04532019704433497,0.0005008614623019243,0.000484360212574923,756.0,Yes,None,City: Small,City,No,No,None,public,600 VAN RAALTE AVE,HOLLAND,MI,49423,City: Small,,,,,,,,,
Holland Virtual Tech High School,261842008030,Holland City School District,2618420.0,48.0,1.0,48.0,33,4,37,0.0,0.0,13.0,,0.0,0.020833333333333332,0.14583333333333334,0.5416666666666666,0.0,0.22916666666666666,0.0625,0.010850694444444446,0.00998263888888889,13.0,Yes,None,City: Small,City,No,No,None,public,600 Van Raalte Ave,HOLLAND,MI,49423,City: Small,,,,,,,,,
Holly High School,261845005522,Holly Area School District,2618450.0,1044.0,55.04,18.97,362,50,412,365.0,238.0,230.0,202.0,0.0019157088122605363,0.01532567049808429,0.022988505747126436,0.08620689655172414,0.0019157088122605363,0.8381226053639846,0.033524904214559385,0.0004991118744586837,0.00045874253167158436,833.0,Yes,None,Town: Fringe,Town,No,No,None,public,6161 EAST HOLLY RD,HOLLY,MI,48442,Town: Fringe,,,,,,,,,
Holt Senior High School,261848005530,Holt Public Schools,2618480.0,1690.0,91.6,18.45,649,55,704,445.0,433.0,376.0,434.0,0.002366863905325444,0.03550295857988166,0.1136094674556213,0.14437869822485208,0.001183431952662722,0.6088757396449704,0.0940828402366864,0.0003049613108784706,0.0002867546654528903,1254.0,Yes,None,Suburb: Large,Suburban,No,No,None,public,5885 HOLT RD,HOLT,MI,48842,Suburb: Large,,,,,,,,,
Holton High School,261851005536,Holton Public Schools,2618510.0,259.0,14.54,17.81,163,11,174,67.0,79.0,56.0,57.0,0.0,0.007722007722007722,0.011583011583011582,0.03088803088803089,0.0,0.8918918918918919,0.05791505791505792,0.001878326202650527,0.001982677658353334,202.0,Yes,None,Rural: Distant,Rural,No,No,None,public,6500 4TH ST,HOLTON,MI,49425,Rural: Distant,,,,,,,,,
Holton Virtual Academy,261851008459,Holton Public Schools,2618510.0,26.0,0.63,41.27,21,1,22,1.0,3.0,3.0,,0.0,0.0,0.0,0.038461538461538464,0.0,0.8846153846153846,0.07692307692307693,0.02366863905325444,0.014792899408284025,7.0,Yes,None,Rural: Distant,Rural,No,No,None,public,6500 4TH ST,HOLTON,MI,49425,Rural: Distant,,,,,,,,,
Homer Community High School,261854005538,Homer Community School District,2618540.0,303.0,13.81,21.94,144,13,157,92.0,89.0,58.0,64.0,0.0,0.0,0.006600660066006601,0.0297029702970297,0.0,0.9240924092409241,0.039603960396039604,0.0016120423923580477,0.0016882876406452525,239.0,Yes,None,Rural: Distant,Rural,No,No,None,public,403 SOUTH HILLSDALE ST,HOMER,MI,49245,Rural: Distant,,,,,,,,,
Hope Academic Academy,261293008849,Ecorse Public Schools,2612930.0,71.0,1.0,71.0,61,1,62,3.0,3.0,27.0,38.0,0.0,0.0,0.8028169014084507,0.1267605633802817,0.0,0.056338028169014086,0.014084507042253521,0.00833168022217814,0.005752826820075382,33.0,Yes,None,Suburb: Large,Suburban,No,Yes,None,public,27225 W Outer Drive,Ecorse,MI,48229,Suburb: Large,,,,,,,,,
Hopkins High School,261857005542,Hopkins Public Schools,2618570.0,518.0,25.18,20.57,99,20,119,151.0,147.0,105.0,115.0,0.009652509652509652,0.007722007722007722,0.007722007722007722,0.03861003861003861,0.0019305019305019305,0.9054054054054054,0.02895752895752896,0.0009727046406583086,0.0009577972898436219,403.0,Yes,None,Rural: Distant,Rural,No,No,None,public,333 S CLARK ST,HOPKINS,MI,49328,Rural: Distant,,,,,,,,,
Horizon Alternative School,261839007796,Hillsdale Community Schools,2618390.0,38.0,2.0,19.0,29,1,30,0.0,6.0,13.0,19.0,0.0,0.0,0.02631578947368421,0.02631578947368421,0.0,0.9210526315789473,0.02631578947368421,0.018005540166204988,0.008310249307479223,19.0,Yes,None,Town: Distant,Town,No,No,None,public,30 S NORWOOD AVE,HILLSDALE,MI,49242,Town: Distant,,,,,,,,,
Horizon High School,261752007965,Hamtramck School District Of The City Of,2617520.0,137.0,8.99,15.24,115,2,117,0.0,3.0,39.0,95.0,0.0,0.17518248175182483,0.32116788321167883,0.014598540145985401,0.0,0.45985401459854014,0.029197080291970802,0.005807448452235069,0.0014918216207576323,42.0,Yes,None,Suburb: Large,Suburban,No,No,None,public,3225 CANIFF ST,HAMTRAMCK,MI,48212,Suburb: Large,,,,,,,,,
Houghton Central High School,262889006482,Houghton-portage Township School District,2628890.0,479.0,27.4,17.48,75,22,97,119.0,117.0,122.0,121.0,0.0,0.04384133611691023,0.0041753653444676405,0.010438413361169102,0.0,0.918580375782881,0.022964509394572025,0.0011288305054458444,0.000958852166787976,358.0,Yes,None,Rural: Fringe,Rural,No,No,None,public,1603 GUNDLACH RD,HOUGHTON,MI,49931,Rural: Fringe,,,,,,,,,
Houghton Lake Community Education,261860001615,Houghton Lake Community Schools,2618600.0,74.0,17.97,4.12,60,2,62,14.0,33.0,17.0,10.0,0.013513513513513514,0.0,0.0,0.0,0.0,0.9864864864864865,0.0,0.008217677136596055,0.005295836376917458,64.0,Yes,None,Town: Remote,Town,No,No,None,public,179 CLOVERLEAF LN,HOUGHTON LAKE,MI,48629,Town: Remote,,,,,,,,,
Houghton Lake JrSr High School,261860005545,Houghton Lake Community Schools,2618600.0,551.0,27.4,20.11,370,23,393,111.0,95.0,71.0,87.0,0.0018148820326678765,0.0054446460980036296,0.010889292196007259,0.023593466424682397,0.0,0.9528130671506352,0.0054446460980036296,0.0009189693051076907,0.0008959127275601859,277.0,Yes,None,Rural: Fringe,Rural,No,No,None,public,4433 WEST HOUGHTON LAKE DR,HOUGHTON LAKE,MI,48629,Rural: Fringe,,,,,,,,,
Howell High School,261872005550,Howell Public Schools,2618720.0,2102.0,85.41,24.61,442,37,479,523.0,503.0,545.0,531.0,0.003805899143672693,0.012369172216936251,0.005233111322549952,0.04281636536631779,0.003330161750713606,0.9134157944814463,0.019029495718363463,0.0002496376519666377,0.00022609974099244886,1571.0,Yes,None,Suburb: Midsize,Suburban,No,No,None,public,1200 WEST GRAND RIVER AVE,HOWELL,MI,48843,Suburb: Midsize,,,,,,,,,
